,id,datetime,provience,name,reference
173,174,2021-05-09T11:09:47,Gilgit,CMH (Army),https://covid.gov.pk/facilities/29%20April%202021%20Current%20Laboratory%20Testing%20Capacity%20for%20COVID%20Web.pdf
174,175,2021-05-09T11:09:47,Gilgit,Chalas (TB Lab),https://covid.gov.pk/facilities/29%20April%202021%20Current%20Laboratory%20Testing%20Capacity%20for%20COVID%20Web.pdf
175,176,2021-05-09T11:09:47,PAF,MM Alam,https://covid.gov.pk/facilities/29%20April%202021%20Current%20Laboratory%20Testing%20Capacity%20for%20COVID%20Web.pdf
176,177,2021-05-09T11:09:47,PAF,PAF Hospital,https://covid.gov.pk/facilities/29%20April%202021%20Current%20Laboratory%20Testing%20Capacity%20for%20COVID%20Web.pdf
177,178,2021-05-09T11:09:47,PAF,PAF Hospital,https://covid.gov.pk/facilities/29%20April%202021%20Current%20Laboratory%20Testing%20Capacity%20for%20COVID%20Web.pdf
178,179,2021-05-09T11:09:47,PAF,PAF Hospital,https://covid.gov.pk/facilities/29%20April%202021%20Current%20Laboratory%20Testing%20Capacity%20for%20COVID%20Web.pdf
179,180,2021-05-09T11:09:47,PAF,Rafiqui Shaheed PAF Hospital,https://covid.gov.pk/facilities/29%20April%202021%20Current%20Laboratory%20Testing%20Capacity%20for%20COVID%20Web.pdf
180,181,2021-05-09T11:09:47,PAF,Samugli PAF Hospital,https://covid.gov.pk/facilities/29%20April%202021%20Current%20Laboratory%20Testing%20Capacity%20for%20COVID%20Web.pdf
181,182,2021-05-09T11:09:47,PAF,PAF Hospital,https://covid.gov.pk/facilities/29%20April%202021%20Current%20Laboratory%20Testing%20Capacity%20for%20COVID%20Web.pdf
182,183,2021-05-09T11:09:47,PAF,PAF Hospital,https://covid.gov.pk/facilities/29%20April%202021%20Current%20Laboratory%20Testing%20Capacity%20for%20COVID%20Web.pdf
